UniqueCount	AmbigCount
3	18
0	0
9	134
0	0
0	1
0	2
0	0
0	0
0	0
0	0
0	0
0	0
3	5
0	0
0	1
0	1
0	1
0	3
1	0
0	10
0	0
0	1
22	2
0	0
1	17
0	0
0	0
0	0
1	1
9	172
0	18
0	25
0	20
14	11
0	0
0	11
0	8
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	1
0	1
0	2
1	1
0	1
6	0
0	8
0	1
0	2
0	2
1	1
0	1
0	1
0	1
0	0
0	2
0	1
0	0
5	7
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	1
3	2
0	2
0	0
0	0
13088	5908
789	13389
36158	56914
0	0
5	522
0	24
22803	13207
15	1720
0	0
0	1
0	0
22	66
0	2
0	0
0	0
0	5
0	5
0	4
0	4
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
2	2
0	0
2	0
1	0
0	0
1	0
0	0
0	1
73	14
0	3
0	3
0	3
0	2
0	1
0	17
0	6
0	2
0	2
0	1
3	1
0	1
6	1
3	4
0	1
0	2
0	0
0	0
2	0
9	3
0	1
1	1
0	1
0	0
1	1
0	0
0	3
0	2
0	3
0	2
0	3
0	3
0	3
0	2
0	3
0	2
0	1
0	0
0	0
1	0
0	0
0	189
74	405
7	373
0	0
0	98
3	4
6	20
0	18
1	4
0	5
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	19
0	5
4	19
0	0
0	0
2	33
0	33
0	0
0	0
0	0
0	2
0	0
0	0
0	2
0	10
0	2
0	1
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	61
3	58
0	62
0	64
9	54
0	61
0	58
0	10
0	33
0	15
0	8
0	10
0	3
0	0
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
17	490
0	396
0	430
16	195
0	139
1	141
0	62
145	0
0	0
0	0
0	0
1	0
0	0
0	0
0	161
0	163
3	159
3	104
1	95
0	101
0	85
0	15
0	71
0	59
1	17
0	23
0	19
0	11
0	6
1	2
0	2
0	3
0	6
4	0
0	0
1	0
0	6
0	4
1	6
0	7
0	0
0	6
0	0
0	1
3	95
3	89
0	63
0	54
1	0
0	8
0	13
2	2
8	13
0	7
2	0
0	2
0	0
0	0
5	23
0	6
2	2
0	13
0	12
0	109
0	174
0	174
0	148
0	86
0	187
0	43
0	158
0	149
10	118
0	61
1	135
0	171
0	149
0	119
0	134
0	138
0	45
0	23
0	13
0	107
0	28
0	34
0	28
0	13
0	17
0	38
0	1
1	11
1	42
1	26
0	22
0	25
0	21
0	21
0	0
0	0
0	8
0	37
0	24
5	20
0	19
0	10
0	10
0	10
0	4
0	4
0	1
0	0
1	0
0	0
2	0
0	23
71	32
0	9
1	0
0	216
5	215
0	143
0	19
0	26
0	12
0	6
0	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	444
39	439
1	438
7	426
1	10
