UniqueCount	AmbigCount
8	19
0	1
17	153
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
2	3
0	0
0	1
0	0
0	0
0	2
0	0
2	8
0	0
0	0
21	1
0	0
1	14
0	0
0	0
0	0
0	2
6	228
1	29
2	38
0	25
16	13
0	1
0	18
0	13
0	1
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	1
0	0
0	0
0	0
2	0
0	9
0	1
0	10
0	7
1	2
0	1
0	1
1	1
0	0
0	0
0	0
0	0
1	10
0	1
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	3
0	0
0	1
0	0
0	0
0	0
11924	5110
1018	16271
38449	60867
0	0
0	642
0	39
29100	17163
14	1935
0	0
0	0
0	0
23	69
0	3
0	0
0	0
0	5
0	4
0	2
0	1
0	0
0	1
3	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	6
2	0
0	0
2	0
0	0
2	0
0	0
0	2
115	17
0	3
1	4
0	5
2	2
0	1
1	26
0	16
0	3
0	3
0	2
2	1
0	5
16	0
3	3
0	1
0	2
0	1
0	0
3	0
19	3
0	1
0	0
0	0
0	0
0	1
0	1
0	5
0	3
0	4
0	4
0	5
0	4
0	4
0	4
0	5
0	4
0	2
0	0
0	0
0	0
0	0
1	195
92	575
17	496
0	0
0	171
3	8
6	13
0	14
1	2
1	3
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	17
0	5
6	17
0	0
0	0
4	35
0	35
0	0
0	1
0	1
0	0
0	0
0	1
0	0
1	13
0	4
0	6
0	1
0	6
0	0
0	3
0	4
0	0
0	0
1	54
0	54
0	59
1	66
7	45
3	56
0	53
0	5
1	25
0	23
0	14
1	15
0	9
0	6
0	4
0	5
0	3
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
17	593
1	480
0	511
17	219
2	151
0	161
0	115
143	0
1	1
0	1
0	1
0	0
0	0
1	0
0	178
0	183
5	182
0	103
1	101
0	92
0	75
2	9
0	70
2	59
0	7
0	16
0	31
0	15
0	19
0	1
0	1
0	5
0	9
3	0
0	0
3	0
0	3
0	1
2	3
0	3
0	0
0	3
0	0
1	0
0	108
4	98
1	64
0	58
0	0
0	7
0	6
0	4
7	16
0	8
3	2
0	2
0	0
0	0
10	17
1	4
2	3
0	9
0	11
0	139
0	227
0	227
0	178
0	109
0	244
0	50
0	194
0	177
17	138
3	73
2	146
0	219
0	171
0	140
0	158
0	177
0	43
0	22
1	11
0	138
0	29
0	43
0	39
0	18
0	33
0	57
0	7
1	11
0	66
0	34
0	27
0	44
0	36
0	38
0	4
0	0
0	15
0	54
1	34
7	21
0	21
0	17
0	13
0	10
0	11
0	14
0	1
0	2
0	2
0	0
2	0
2	19
73	24
0	6
3	0
2	243
4	242
0	155
0	33
0	40
1	18
1	9
2	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	503
48	487
3	487
10	483
3	14
0	16
0	0
6	259
1	278
1	202
3	302
5	506
0	329
0	223
0	365
0	425
0	132
1	167
0	40
0	41
0	36
1	38
0	98
5	8
0	12
3	0
0	3
3	22
0	71
5	79
0	10
0	5
0	69
7	76
0	26
112	421
0	242
11	343
8	13
2	138
0	60
0	1
25	52
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
3	1
0	0
5	9
0	0
1	2
2	129
13	118
0	16
2	73
7	51
5	261
0	250
0	258
0	258
1	2
0	23
0	12
0	0
0	0
4	0
94	352
1	292
0	60
53	20
13	32
0	0
159	0
141	0
0	81
0	86
0	75
0	86
7	86
0	84
0	72
6	10
0	7
0	80
1	4
0	69
0	10
1	4
0	5
0	83
1	52
0	5
0	75
0	63
0	2
1	1
0	64
0	11
1	2
0	3
0	12
0	16
0	26
0	8
0	6
0	6
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
24	272
0	248
0	194
0	213
0	216
0	192
0	192
0	192
0	50
0	0
0	22
0	406
0	409
6	120
3	36
1	0
0	0
0	0
0	176
0	60
0	114
0	138
0	98
0	158
0	137
0	139
0	150
0	121
4	2
0	6
2	9
0	0
0	22
0	1
1	3
0	18
0	21
1	16
1	3
0	0
0	0
12	139
1	0
0	1
0	0
0	0
0	16
2	2
0	15
0	538
0	530
0	453
1	248
0	0
0	83
1	27
0	18
1	60
0	18
0	14
0	42
3	88
0	62
0	61
0	23
0	0
14	1868
1	1654
21	1914
1	176
1	430
3	155
0	269
0	122
0	1
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	3
0	0
0	0
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	12
0	0
0	0
0	0
0	0
0	0
0	0
10	117
0	5
1	0
0	4
0	4
1	0
0	111
0	2
0	90
0	7
0	18
0	8
0	16
0	8
1	21
0	20
0	9
0	6
0	3
0	14
0	1
0	99
0	17
0	59
0	70
0	3
1	7
5	0
0	0
1	27
0	27
3	56
0	65
0	34
18	86
0	71
0	98
0	94
0	94
4	95
3	38
0	56
0	0
0	0
0	0
102	1
0	0
0	0
0	1
0	11
0	11
2	11
0	0
4	2
1	2
7	6
0	7
4	4
0	1
0	3
0	0
10	0
0	0
